msg_id,No.,timestamp,Source,Destination,app_protocol,src_port,dst_port,Length,TCP payload,iRTT,Flags,Request Method,Protocols in frame,message
241,3045,185.780669,::1,::1,HTTP/JSON,8890,59534,766,(690 bytes),0.000113000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
242,3121,185.803223,::1,::1,HTTP/JSON,8890,59540,4353,(4277 bytes),0.000119000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
243,3254,199.734511,::1,::1,HTTP,59545,8890,1396,(1320 bytes),0.000103000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /aext_project_filebrowser_server/project/list HTTP/1.1
244,3256,199.737825,::1,::1,HTTP,8890,59545,410,(334 bytes),0.000103000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 101 Switching Protocols
245,3377,213.926169,::1,::1,HTTP,59549,8890,1396,(1320 bytes),0.000282000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /aext_project_filebrowser_server/project/list HTTP/1.1
246,3379,213.930218,::1,::1,HTTP,8890,59549,410,(334 bytes),0.000282000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 101 Switching Protocols
247,3566,247.676736,::1,::1,HTTP,59569,8890,1776,(1700 bytes),0.000126000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592249465 HTTP/1.1
248,3568,247.689077,::1,::1,HTTP/JSON,8890,59569,503,(427 bytes),0.000126000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
249,3584,249.335774,::1,::1,HTTP,59569,8890,1696,(1620 bytes),0.000126000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /aext_assistant_server/get_disk_state?1766592251137 HTTP/1.1
250,3588,249.346644,::1,::1,HTTP/JSON,8890,59569,2533,(2457 bytes),0.000126000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
251,3597,249.554263,::1,::1,HTTP,59569,8890,2029,(1953 bytes),0.000126000,"0x018 (PSH, ACK)",POST,null:ipv6:tcp:http:data-text-lines,POST /aext_assistant_server/sync_disk_state?1766592251355 HTTP/1.1  (text/plain)
252,3604,249.562393,::1,::1,HTTP,8890,59569,403,(327 bytes),0.000126000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 200 OK
253,3606,249.732568,::1,::1,HTTP,59569,8890,1776,(1700 bytes),0.000126000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592251532 HTTP/1.1
254,3608,249.740842,::1,::1,HTTP/JSON,8890,59569,503,(427 bytes),0.000126000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
255,3623,249.896949,::1,::1,HTTP,59569,8890,1696,(1620 bytes),0.000126000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /aext_assistant_server/get_disk_state?1766592251698 HTTP/1.1
256,3627,249.902980,::1,::1,HTTP/JSON,8890,59569,2533,(2457 bytes),0.000126000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
257,3636,250.088998,::1,::1,HTTP,59569,8890,2029,(1953 bytes),0.000126000,"0x018 (PSH, ACK)",POST,null:ipv6:tcp:http:data-text-lines,POST /aext_assistant_server/sync_disk_state?1766592251890 HTTP/1.1  (text/plain)
258,3643,250.092764,::1,::1,HTTP,8890,59569,403,(327 bytes),0.000126000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 200 OK
259,3801,278.735075,::1,::1,HTTP,59581,8890,1772,(1696 bytes),0.000100000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /panel-preview/layout/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb?1766592280533 HTTP/1.1
260,3807,278.736285,::1,::1,HTTP,59582,8890,1781,(1705 bytes),0.000114000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb?content=0&hash=1&1766592280538 HTTP/1.1
261,3809,278.755354,::1,::1,HTTP,8890,59581,420,(344 bytes),0.000100000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 200 OK
262,3811,278.768602,::1,::1,HTTP/JSON,8890,59582,906,(830 bytes),0.000114000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
263,3820,278.772762,::1,::1,HTTP,59582,8890,9702,(9626 bytes),0.000114000,"0x018 (PSH, ACK)",PUT,null:ipv6:tcp:http:data-text-lines,PUT /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb?1766592280574 HTTP/1.1  (text/plain)
264,3823,278.805657,::1,::1,HTTP/JSON,8890,59582,928,(852 bytes),0.000114000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
265,3837,278.818917,::1,::1,HTTP,59582,8890,1781,(1705 bytes),0.000114000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb?content=0&hash=1&1766592280621 HTTP/1.1
266,3839,278.821411,::1,::1,HTTP/JSON,8890,59582,906,(830 bytes),0.000114000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
267,3847,278.825248,::1,::1,HTTP,59582,8890,1776,(1700 bytes),0.000114000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592280627 HTTP/1.1
268,3848,278.825292,::1,::1,HTTP,59581,8890,1776,(1700 bytes),0.000100000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592280627 HTTP/1.1
269,3851,278.828745,::1,::1,HTTP/JSON,8890,59582,503,(427 bytes),0.000114000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
270,3853,278.829396,::1,::1,HTTP/JSON,8890,59581,503,(427 bytes),0.000100000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
271,4006,301.924737,::1,::1,HTTP,59588,8890,1396,(1320 bytes),0.000138000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /aext_project_filebrowser_server/project/list HTTP/1.1
272,4008,301.927108,::1,::1,HTTP,8890,59588,410,(334 bytes),0.000138000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 101 Switching Protocols
273,4123,323.929520,::1,::1,HTTP,59595,8890,1396,(1320 bytes),0.000083000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /aext_project_filebrowser_server/project/list HTTP/1.1
274,4125,323.938894,::1,::1,HTTP,8890,59595,410,(334 bytes),0.000083000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 101 Switching Protocols
275,4245,337.734320,::1,::1,HTTP,59599,8890,1396,(1320 bytes),0.000130000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /aext_project_filebrowser_server/project/list HTTP/1.1
276,4247,337.738439,::1,::1,HTTP,8890,59599,410,(334 bytes),0.000130000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 101 Switching Protocols
277,4708,414.700451,::1,::1,HTTP,59630,8890,1776,(1700 bytes),0.000121000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592416495 HTTP/1.1
278,4718,414.711979,::1,::1,HTTP,59632,8890,1672,(1596 bytes),0.000089000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/sessions?1766592416499 HTTP/1.1
279,4724,414.716839,::1,::1,HTTP,59633,8890,1673,(1597 bytes),0.000170000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/terminals?1766592416500 HTTP/1.1
280,4730,414.720878,::1,::1,HTTP,59634,8890,1671,(1595 bytes),0.000108000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/kernels?1766592416501 HTTP/1.1
281,4732,414.721091,::1,::1,HTTP,59635,8890,1689,(1613 bytes),0.000106000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents?content=1&hash=0&1766592416501 HTTP/1.1
282,4734,414.754790,::1,::1,HTTP/JSON,8890,59632,1579,(1503 bytes),0.000089000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
283,4736,414.756192,::1,::1,HTTP/JSON,8890,59633,434,(358 bytes),0.000170000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
284,4738,414.757734,::1,::1,HTTP/JSON,8890,59634,766,(690 bytes),0.000108000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
285,4740,414.759485,::1,::1,HTTP/JSON,8890,59630,503,(427 bytes),0.000121000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
286,4820,414.781380,::1,::1,HTTP/JSON,8890,59635,4353,(4277 bytes),0.000106000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
287,4828,415.048144,::1,::1,HTTP,59635,8890,1696,(1620 bytes),0.000106000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /aext_assistant_server/get_disk_state?1766592416849 HTTP/1.1
288,4832,415.057739,::1,::1,HTTP/JSON,8890,59635,2533,(2457 bytes),0.000106000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
289,4848,415.290648,::1,::1,HTTP,59635,8890,2029,(1953 bytes),0.000106000,"0x018 (PSH, ACK)",POST,null:ipv6:tcp:http:data-text-lines,POST /aext_assistant_server/sync_disk_state?1766592417092 HTTP/1.1  (text/plain)
290,4855,415.298708,::1,::1,HTTP,8890,59635,403,(327 bytes),0.000106000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 200 OK
291,4868,416.766223,::1,::1,HTTP,59635,8890,1776,(1700 bytes),0.000106000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592418567 HTTP/1.1
292,4870,416.770109,::1,::1,HTTP/JSON,8890,59635,503,(427 bytes),0.000106000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
293,4896,418.781596,::1,::1,HTTP,59639,8890,1776,(1700 bytes),0.000172000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592420576 HTTP/1.1
294,4898,418.786235,::1,::1,HTTP/JSON,8890,59639,503,(427 bytes),0.000172000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
295,4926,420.789642,::1,::1,HTTP,59639,8890,1776,(1700 bytes),0.000172000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592422591 HTTP/1.1
296,4928,420.795544,::1,::1,HTTP/JSON,8890,59639,503,(427 bytes),0.000172000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
297,4953,422.799254,::1,::1,HTTP,59641,8890,1776,(1700 bytes),0.000158000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592424600 HTTP/1.1
298,4955,422.803314,::1,::1,HTTP/JSON,8890,59641,503,(427 bytes),0.000158000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
299,4974,424.602029,::1,::1,HTTP,59641,8890,1622,(1546 bytes),0.000158000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /static/favicons/favicon-busy-1.ico HTTP/1.1
300,4976,424.606019,::1,::1,HTTP,8890,59641,383,(307 bytes),0.000158000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 304 Not Modified
301,5025,424.666758,::1,::1,HTTP,59641,8890,1622,(1546 bytes),0.000158000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /static/favicons/favicon-busy-1.ico HTTP/1.1
302,5031,424.668092,::1,::1,HTTP,8890,59641,383,(307 bytes),0.000158000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 304 Not Modified
303,5034,424.761193,::1,::1,HTTP,59641,8890,1672,(1596 bytes),0.000158000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/sessions?1766592426562 HTTP/1.1
304,5040,424.762015,::1,::1,HTTP,59642,8890,1673,(1597 bytes),0.000344000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/terminals?1766592426562 HTTP/1.1
305,5045,424.762154,::1,::1,HTTP,59643,8890,1671,(1595 bytes),0.000179000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/kernels?1766592426562 HTTP/1.1
306,5047,424.763366,::1,::1,HTTP/JSON,8890,59642,434,(358 bytes),0.000344000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
307,5049,424.764048,::1,::1,HTTP/JSON,8890,59641,1579,(1503 bytes),0.000158000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
308,5051,424.764922,::1,::1,HTTP/JSON,8890,59643,766,(690 bytes),0.000179000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
309,5053,424.785813,::1,::1,HTTP,59643,8890,1689,(1613 bytes),0.000179000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents?content=1&hash=0&1766592426587 HTTP/1.1
310,5133,424.801201,::1,::1,HTTP/JSON,8890,59643,4353,(4277 bytes),0.000179000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
311,5141,424.806934,::1,::1,HTTP,59643,8890,1776,(1700 bytes),0.000179000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592426608 HTTP/1.1
312,5143,424.808979,::1,::1,HTTP/JSON,8890,59643,503,(427 bytes),0.000179000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
313,5168,425.946785,::1,::1,HTTP,59644,8890,1396,(1320 bytes),0.000122000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /aext_project_filebrowser_server/project/list HTTP/1.1
314,5170,425.953480,::1,::1,HTTP,8890,59644,410,(334 bytes),0.000122000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 101 Switching Protocols
315,5183,426.814208,::1,::1,HTTP,59643,8890,1776,(1700 bytes),0.000179000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592428616 HTTP/1.1
316,5185,426.818001,::1,::1,HTTP/JSON,8890,59643,503,(427 bytes),0.000179000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
317,5205,428.821777,::1,::1,HTTP,59645,8890,1776,(1700 bytes),0.000124000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592430622 HTTP/1.1
318,5207,428.827336,::1,::1,HTTP/JSON,8890,59645,503,(427 bytes),0.000124000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
319,5223,430.836594,::1,::1,HTTP,59645,8890,1776,(1700 bytes),0.000124000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592432636 HTTP/1.1
320,5225,430.842198,::1,::1,HTTP/JSON,8890,59645,503,(427 bytes),0.000124000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
321,5242,432.850658,::1,::1,HTTP,59648,8890,1776,(1700 bytes),0.000155000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592434650 HTTP/1.1
322,5244,432.856542,::1,::1,HTTP/JSON,8890,59648,503,(427 bytes),0.000155000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
323,5255,434.769406,::1,::1,HTTP,59648,8890,1673,(1597 bytes),0.000155000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/terminals?1766592436568 HTTP/1.1
324,5261,434.769603,::1,::1,HTTP,59649,8890,1672,(1596 bytes),0.000151000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/sessions?1766592436568 HTTP/1.1
325,5266,434.769673,::1,::1,HTTP,59650,8890,1671,(1595 bytes),0.000081000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/kernels?1766592436569 HTTP/1.1
326,5268,434.777085,::1,::1,HTTP/JSON,8890,59648,434,(358 bytes),0.000155000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
327,5270,434.780054,::1,::1,HTTP/JSON,8890,59649,1579,(1503 bytes),0.000151000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
328,5272,434.781855,::1,::1,HTTP/JSON,8890,59650,766,(690 bytes),0.000081000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
329,5274,434.804870,::1,::1,HTTP,59650,8890,1689,(1613 bytes),0.000081000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents?content=1&hash=0&1766592436606 HTTP/1.1
330,5358,434.842372,::1,::1,HTTP/JSON,8890,59650,4353,(4277 bytes),0.000081000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
331,5366,434.862348,::1,::1,HTTP,59650,8890,1776,(1700 bytes),0.000081000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592436664 HTTP/1.1
332,5368,434.865051,::1,::1,HTTP/JSON,8890,59650,503,(427 bytes),0.000081000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
333,5384,436.868284,::1,::1,HTTP,59650,8890,1776,(1700 bytes),0.000081000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592438669 HTTP/1.1
334,5386,436.873632,::1,::1,HTTP/JSON,8890,59650,503,(427 bytes),0.000081000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
335,5404,438.879605,::1,::1,HTTP,59651,8890,1776,(1700 bytes),0.000296000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592440679 HTTP/1.1
336,5406,438.885616,::1,::1,HTTP/JSON,8890,59651,503,(427 bytes),0.000296000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
337,5415,440.888359,::1,::1,HTTP,59651,8890,1776,(1700 bytes),0.000296000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592442690 HTTP/1.1
338,5417,440.895491,::1,::1,HTTP/JSON,8890,59651,503,(427 bytes),0.000296000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
339,5447,442.904788,::1,::1,HTTP,59654,8890,1776,(1700 bytes),0.000156000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592444701 HTTP/1.1
340,5449,442.910802,::1,::1,HTTP/JSON,8890,59654,503,(427 bytes),0.000156000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
341,5451,443.684819,::1,::1,HTTP,59654,8890,1823,(1747 bytes),0.000156000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%A2%D7%96%D7%A8/raw_tcp_ip_notebook_fallback_annotated-v1.ipynb/checkpoints?1766592445467 HTTP/1.1
342,5453,443.689836,::1,::1,HTTP/JSON,8890,59654,503,(427 bytes),0.000156000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
343,5455,443.691057,::1,::1,HTTP,59654,8890,1692,(1616 bytes),0.000156000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/kernels?1766592445467 HTTP/1.1
344,5466,443.691901,::1,::1,HTTP,59657,8890,1694,(1618 bytes),0.000141000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/terminals?1766592445469 HTTP/1.1
345,5468,443.691936,::1,::1,HTTP,59658,8890,1693,(1617 bytes),0.000075000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/sessions?1766592445470 HTTP/1.1
346,5473,443.692021,::1,::1,HTTP,59659,8890,1710,(1634 bytes),0.000136000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents?content=1&hash=0&1766592445470 HTTP/1.1
347,5475,443.696347,::1,::1,HTTP/JSON,8890,59654,766,(690 bytes),0.000156000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
348,5477,443.703005,::1,::1,HTTP/JSON,8890,59657,434,(358 bytes),0.000141000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
349,5479,443.704064,::1,::1,HTTP/JSON,8890,59658,1579,(1503 bytes),0.000075000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
350,5559,443.730067,::1,::1,HTTP/JSON,8890,59659,4353,(4277 bytes),0.000136000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
351,5567,443.954004,::1,::1,HTTP,59659,8890,1696,(1620 bytes),0.000136000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /aext_assistant_server/get_disk_state?1766592445755 HTTP/1.1
352,5571,443.959427,::1,::1,HTTP/JSON,8890,59659,2533,(2457 bytes),0.000136000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
353,5583,443.980866,::1,::1,HTTP,59659,8890,1717,(1641 bytes),0.000136000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /aext_assistant_server/get_disk_state?1766592445782 HTTP/1.1
354,5587,443.986558,::1,::1,HTTP/JSON,8890,59659,2533,(2457 bytes),0.000136000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
355,5596,444.154404,::1,::1,HTTP,59659,8890,1892,(1816 bytes),0.000136000,"0x018 (PSH, ACK)",POST,null:ipv6:tcp:http:data-text-lines,POST /aext_assistant_server/sync_disk_state?1766592445952 HTTP/1.1  (text/plain)
356,5603,444.157712,::1,::1,HTTP,8890,59659,403,(327 bytes),0.000136000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 200 OK
357,5610,444.319880,::1,::1,HTTP,59659,8890,708,(632 bytes),0.000136000,"0x018 (PSH, ACK)",POST,null:ipv6:tcp:http:data-text-lines,POST /aext_assistant_server/sync_disk_state?1766592446119 HTTP/1.1  (text/plain)
358,5617,444.324823,::1,::1,HTTP,8890,59659,403,(327 bytes),0.000136000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 200 OK
359,5626,445.701817,::1,::1,HTTP,59659,8890,1823,(1747 bytes),0.000136000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%A2%D7%96%D7%A8/raw_tcp_ip_notebook_fallback_annotated-v1.ipynb/checkpoints?1766592447500 HTTP/1.1
360,5628,445.707974,::1,::1,HTTP/JSON,8890,59659,503,(427 bytes),0.000136000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
